Speaker	Transcript	# Words	# Nodes	# Tokens	# Propositions	Tree depth	S-Expression
CLINTON 	"Of course, we are 5 percent of the world's population; we have to trade with the other 95 percent."	19	42	23	8	8	"(ROOT (S (S (PP (IN Of) (NP (NN course))) (, ,) (NP (PRP we)) (VP (VBP are) (NP (NP (CD 5) (NN percent)) (PP (IN of) (NP (NP (DT the) (NN world) (POS 's)) (NN population)))))) (: ;) (S (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB trade) (PP (IN with) (NP (DT the) (JJ other) (CD 95) (NN percent)))))))) (. .)))"
CLINTON 	"And we need to have smart, fair trade deals."	9	19	11	5	7	"(ROOT (S (CC And) (NP (PRP we)) (VP (VBP need) (S (VP (TO to) (VP (VB have) (NP (ADJP (JJ smart) (, ,) (JJ fair)) (NN trade) (NNS deals)))))) (. .)))"
CLINTON 	"We also, though, need to have a tax system that rewards work and not just financial transactions."	17	39	20	9	11	"(ROOT (S (NP (PRP We)) (VP (ADVP (ADVP (RB also)) (PRN (, ,) (ADVP (RB though)) (, ,))) (VBP need) (S (VP (TO to) (VP (VB have) (NP (NP (DT a) (NN tax) (NN system)) (SBAR (WHNP (WDT that)) (S (VP (VBZ rewards) (NP (NP (NN work)) (CC and) (RB not) (NP (RB just) (JJ financial) (NNS transactions))))))))))) (. .)))"
CLINTON 	And the kind of plan that Donald has put forth would be trickle-down economics all over again.	17	34	18	7	9	(ROOT (S (CC And) (NP (NP (DT the) (NN kind)) (PP (IN of) (NP (NP (NN plan)) (SBAR (IN that) (S (NP (NNP Donald)) (VP (VBZ has) (VP (VBN put) (ADVP (RB forth))))))))) (VP (MD would) (VP (VB be) (NP (JJ trickle-down) (NNS economics)) (ADVP (DT all) (IN over) (RB again)))) (. .)))
CLINTON 	"In fact, it would be the most extreme version, the biggest tax cuts for the top percent of the people in this country than we've ever had."	27	56	31	12	11	"(ROOT (S (PP (IN In) (NP (NN fact))) (, ,) (NP (PRP it)) (VP (MD would) (VP (VB be) (NP (NP (DT the) (ADJP (RBS most) (JJ extreme)) (NN version)) (, ,) (NP (NP (DT the) (JJS biggest) (NN tax) (NNS cuts)) (PP (IN for) (NP (NP (DT the) (JJ top) (NN percent)) (PP (IN of) (NP (NP (DT the) (NNS people)) (PP (IN in) (NP (DT this) (NN country))))))))) (SBAR (IN than) (S (NP (PRP we)) (VP (VBP 've) (ADVP (RB ever)) (VP (VBN had))))))) (. .)))"
CLINTON 	"I call it trumped-up trickle-down, because that's exactly what it would be."	12	31	15	5	9	"(ROOT (S (NP (PRP I)) (VP (VBP call) (S (NP (PRP it)) (NP (JJ trumped-up) (NN trickle-down))) (, ,) (SBAR (IN because) (S (NP (DT that)) (VP (VBZ 's) (SBAR (WHADJP (RB exactly) (WP what)) (S (NP (PRP it)) (VP (MD would) (VP (VB be))))))))) (. .)))"
CLINTON 	That is not how we grow the economy.	8	18	9	3	6	(ROOT (S (NP (DT That)) (VP (VBZ is) (RB not) (SBAR (WHADVP (WRB how)) (S (NP (PRP we)) (VP (VBP grow) (NP (DT the) (NN economy)))))) (. .)))
CLINTON 	"We just have a different view about what's best for growing the economy, how we make investments that will actually produce jobs and rising incomes."	25	60	28	12	17	"(ROOT (S (NP (PRP We)) (ADVP (RB just)) (VP (VBP have) (NP (NP (DT a) (JJ different) (NN view)) (PP (IN about) (SBAR (WHNP (WP what)) (S (VP (VBZ 's) (ADJP (JJS best) (PP (IN for) (S (VP (VBG growing) (NP (DT the) (NN economy)))))) (, ,) (SBAR (WHADVP (WRB how)) (S (NP (PRP we)) (VP (VBP make) (NP (NP (NNS investments)) (SBAR (WHNP (WDT that)) (S (VP (MD will) (ADVP (RB actually)) (VP (VB produce) (NP (NP (NNS jobs)) (CC and) (NP (VBG rising) (NNS incomes))))))))))))))))) (. .)))"
CLINTON 	I think we come at it from somewhat different perspectives.	10	23	11	6	8	(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP we)) (VP (VBP come) (PP (IN at) (NP (PRP it))) (PP (IN from) (NP (ADJP (RB somewhat) (JJ different)) (NNS perspectives))))))) (. .)))
CLINTON 	I understand that.	3	8	4	1	3	(ROOT (S (NP (PRP I)) (VP (VBP understand) (NP (DT that))) (. .)))
CLINTON 	"You know, Donald was very fortunate in his life, and that's all to his benefit."	15	35	19	9	6	"(ROOT (S (S (NP (PRP You)) (VP (VBP know))) (PRN (, ,) (S (NP (NNP Donald)) (VP (VBD was) (ADJP (RB very) (JJ fortunate)) (PP (IN in) (NP (PRP$ his) (NN life))))) (, ,)) (CC and) (S (NP (DT that)) (VP (VBZ 's) (RB all) (PP (TO to) (NP (PRP$ his) (NN benefit))))) (. .)))"
CLINTON 	"He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there."	35	79	41	15	10	"(ROOT (S (S (NP (PRP He)) (VP (VBD started) (NP (PRP$ his) (NN business)) (PP (IN with) (NP (QP ($ $) (CD 14) (CD million)))) (, ,) (S (VP (VBN borrowed) (PP (IN from) (NP (PRP$ his) (NN father))))))) (, ,) (CC and) (S (NP (PRP he)) (ADVP (RB really)) (VP (VBZ believes) (SBAR (SBAR (IN that) (S (SBAR (X (DT the) (JJR more)) (S (NP (PRP you)) (VP (VBP help) (NP (JJ wealthy) (NNS people))))) (, ,) (X (DT the) (JJR better) (PP (IN off))) (NP (PRP we)) (VP (MD 'll) (VP (VB be))))) (CC and) (SBAR (IN that) (S (NP (NN everything)) (VP (MD will) (VP (VB work) (PRT (RP out)) (PP (IN from) (NP (RB there)))))))))) (. .)))"
CLINTON 	I don't buy that.	4	11	6	3	4	(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB buy) (NP (DT that)))) (. .)))
CLINTON 	I have a different experience.	5	10	6	2	3	(ROOT (S (NP (PRP I)) (VP (VBP have) (NP (DT a) (JJ different) (NN experience))) (. .)))
CLINTON 	My father was a small-businessman.	5	10	6	1	3	(ROOT (S (NP (PRP$ My) (NN father)) (VP (VBD was) (NP (DT a) (NN small-businessman))) (. .)))
CLINTON 	He worked really hard.	4	9	5	3	3	(ROOT (S (NP (PRP He)) (VP (VBD worked) (ADJP (RB really) (JJ hard))) (. .)))
CLINTON 	"He printed drapery fabrics on long tables, where he pulled out those fabrics and he went down with a silkscreen and dumped the paint in and took the squeegee and kept going."	32	66	34	12	12	"(ROOT (S (NP (PRP He)) (VP (VP (VBD printed) (NP (JJ drapery) (NNS fabrics)) (PP (IN on) (NP (NP (JJ long) (NNS tables)) (, ,) (SBAR (WHADVP (WRB where)) (S (S (NP (PRP he)) (VP (VBD pulled) (PRT (RP out)) (NP (DT those) (NNS fabrics)))) (CC and) (S (NP (PRP he)) (VP (VP (VBD went) (PRT (RP down)) (PP (IN with) (NP (DT a) (NN silkscreen)))) (CC and) (VP (VBD dumped) (NP (DT the) (NN paint)) (PP (IN in)))))))))) (CC and) (VP (VP (VBD took) (NP (DT the) (NN squeegee))) (CC and) (VP (VBD kept) (S (VP (VBG going)))))) (. .)))"
CLINTON 	"And so what I believe is the more we can do for the middle class, the more we can invest in you, your education, your skills, your future, the better we will be off and the better we'll grow."	39	86	46	14	16	"(ROOT (S (CC And) (S (RB so) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBP believe) (SBAR (S (VP (VBZ is) (SBAR (S (SBAR (X (DT the) (JJR more)) (S (NP (PRP we)) (VP (MD can) (VP (VB do) (PP (IN for) (NP (DT the) (JJ middle) (NN class))))))) (, ,) (X (DT the) (JJR more)) (NP (PRP we)) (VP (MD can) (VP (VB invest) (PP (IN in) (NP (NP (PRP you)) (, ,) (NP (PRP$ your) (NN education)) (, ,) (NP (PRP$ your) (NNS skills)) (, ,) (NP (PRP$ your) (NN future)))))))))))))) (, ,) (X (DT the) (JJR better)) (NP (PRP we)) (VP (MD will) (VP (VB be) (ADJP (RP off))))) (CC and) (S (X (DT the) (JJR better)) (NP (PRP we)) (VP (MD 'll) (VP (VB grow)))) (. .)))"
CLINTON 	That's the kind of economy I want us to see again.	11	29	13	6	10	(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (NP (DT the) (NN kind)) (PP (IN of) (NP (NN economy))) (SBAR (S (NP (PRP I)) (VP (VBP want) (S (NP (PRP us)) (VP (TO to) (VP (VB see) (ADVP (RB again)))))))))) (. .)))
HOLT 	"Let me follow up with Mr. Trump, if you can."	10	24	12	3	7	"(ROOT (S (VP (VB Let) (S (NP (PRP me)) (VP (VB follow) (PRT (RP up)) (PP (IN with) (NP (NNP Mr.) (NNP Trump))) (, ,) (SBAR (IN if) (S (NP (PRP you)) (VP (MD can))))))) (. .)))"
HOLT 	"You've talked about creating 25 million jobs, and you've promised to bring back millions of jobs for Americans."	18	47	22	10	12	"(ROOT (S (S (NP (PRP You)) (VP (VBP 've) (VP (VBN talked) (PP (IN about) (S (VP (VBG creating) (NP (QP (CD 25) (CD million)) (NNS jobs)))))))) (, ,) (CC and) (S (NP (PRP you)) (VP (VBP 've) (VP (VBN promised) (S (VP (TO to) (VP (VB bring) (PRT (RP back)) (NP (NP (NNS millions)) (PP (IN of) (NP (NP (NNS jobs)) (PP (IN for) (NP (NNPS Americans)))))))))))) (. .)))"
HOLT 	How are you going to bring back the industries that have left this country for cheaper labor overseas?	18	39	18	9	14	(ROOT (SBARQ (WHADVP (WRB How)) (SQ (VBP are) (NP (PRP you)) (VP (VBG going) (S (VP (TO to) (VP (VB bring) (PRT (RP back)) (NP (NP (DT the) (NNS industries)) (SBAR (WHNP (WDT that)) (S (VP (VBP have) (VP (VBN left) (NP (NP (DT this) (NN country)) (PP (IN for) (NP (JJR cheaper) (NN labor)))) (ADVP (RB overseas))))))))))))))
HOLT 	"How, specifically, are you going to tell American manufacturers that you have to come back?"	15	39	17	10	15	"(ROOT (SBAR (WHADVP (WRB How)) (S (NP (PRN (, ,) (ADVP (RB specifically)) (, ,))) (VP (VBP are) (NP (NP (PRP you)) (VP (VBG going) (S (VP (TO to) (VP (VB tell) (NP (JJ American) (NNS manufacturers)) (SBAR (IN that) (S (NP (PRP you)) (VP (VBP have) (S (VP (TO to) (VP (VB come) (ADVP (RB back)))))))))))))))))"
TRUMP 	"Well, for one thing — and before we start on that — my father gave me a very small loan in 1975, and I built it into a company that's worth many, many billions of dollars, with some of the greatest assets in the world, and I say that only because that's the kind of thinking that our country needs."	60	130	68	24	15	"(ROOT (S (S (INTJ (UH Well)) (, ,) (S (PP (IN for) (NP (CD one) (NN thing))) (PRN (: --) (CC and) (PP (IN before)) (S (NP (PRP we)) (VP (VBP start) (PP (IN on) (NP (DT that))))) (: --)) (NP (PRP$ my) (NN father)) (VP (VBD gave) (NP (PRP me)) (NP (NP (DT a) (ADJP (RB very) (JJ small)) (NN loan)) (PP (IN in) (NP (CD 1975)))))) (, ,) (CC and) (S (NP (PRP I)) (VP (VBD built) (NP (PRP it)) (PP (IN into) (NP (NP (DT a) (NN company)) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (ADJP (IN worth) (NP (NP (JJ many) (, ,) (JJ many) (NNS billions)) (PP (IN of) (NP (NNS dollars))))) (, ,) (PP (IN with) (NP (NP (DT some)) (PP (IN of) (NP (NP (DT the) (JJS greatest) (NNS assets)) (PP (IN in) (NP (DT the) (NN world))))))))))))))) (, ,) (CC and) (S (NP (PRP I)) (VP (VBP say) (NP (DT that)) (SBAR (RB only) (IN because) (S (NP (DT that)) (VP (VBZ 's) (NP (NP (DT the) (NN kind)) (PP (IN of) (S (VP (VBG thinking) (SBAR (IN that) (S (NP (PRP$ our) (NN country)) (VP (VBZ needs))))))))))))) (. .)))"
TRUMP 	Our country's in deep trouble.	5	12	7	3	4	(ROOT (S (NP (PRP$ Our) (NN country)) (VP (VBZ 's) (PP (IN in) (NP (JJ deep) (NN trouble)))) (. .)))
TRUMP 	"We don't know what we're doing when it comes to devaluations and all of these countries all over the world, especially China."	22	52	26	11	15	"(ROOT (S (NP (PRP We)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP (WP what)) (S (NP (PRP we)) (VP (VBP 're) (VP (VBG doing) (SBAR (WHADVP (WRB when)) (S (NP (PRP it)) (VP (VBZ comes) (PP (TO to) (NP (NP (NNS devaluations)) (CC and) (NP (NP (DT all)) (PP (IN of) (NP (DT these) (NNS countries)))))) (PP (DT all) (IN over) (NP (NP (DT the) (NN world)) (, ,) (RB especially) (NP (NNP China))))))))))))) (. .)))"
TRUMP 	"They're the best, the best ever at it."	8	20	11	5	6	"(ROOT (S (NP (PRP They)) (VP (VBP 're) (NP (NP (DT the) (JJS best)) (, ,) (NP (NP (DT the) (JJS best) (RB ever)) (PP (IN at) (NP (PRP it)))))) (. .)))"
TRUMP 	"What they're doing to us is a very, very sad thing."	11	26	14	8	7	"(ROOT (S (SBAR (WHNP (WP What)) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG doing) (PP (TO to) (NP (PRP us))))))) (VP (VBZ is) (NP (DT a) (ADJP (RB very) (, ,) (RB very) (JJ sad)) (NN thing))) (. .)))"
TRUMP 	So we have to do that.	6	14	7	3	6	(ROOT (S (IN So) (NP (PRP we)) (VP (VBP have) (S (VP (TO to) (VP (VB do) (NP (DT that)))))) (. .)))
TRUMP 	We have to renegotiate our trade deals.	7	15	8	3	6	(ROOT (S (NP (PRP We)) (VP (VBP have) (S (VP (TO to) (VP (VB renegotiate) (NP (PRP$ our) (NN trade) (NNS deals)))))) (. .)))
TRUMP 	"And, Lester, they're taking our jobs, they're giving incentives, they're doing things that, frankly, we don't do."	17	53	28	10	7	"(ROOT (S (CC And) (SBAR (PRN (, ,) (NP (NNP Lester)) (, ,)) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG taking) (NP (PRP$ our) (NNS jobs)))))) (PRN (, ,) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG giving) (NP (NNS incentives))))) (, ,)) (NP (PRP they)) (VP (VBP 're) (VP (VBG doing) (NP (NNS things)) (SBAR (IN that) (S (, ,) (ADVP (RB frankly)) (, ,) (NP (PRP we)) (VP (VBP do) (RB n't) (VP (VB do))))))) (. .)))"
TRUMP 	Let me give you the example of Mexico.	8	19	9	3	7	(ROOT (S (VP (VB Let) (S (NP (PRP me)) (VP (VB give) (NP (PRP you)) (NP (NP (DT the) (NN example)) (PP (IN of) (NP (NNP Mexico))))))) (. .)))
TRUMP 	They have a VAT tax.	5	10	6	1	3	(ROOT (S (NP (PRP They)) (VP (VBP have) (NP (DT a) (NNP VAT) (NN tax))) (. .)))
TRUMP 	We're on a different system.	5	12	7	3	4	(ROOT (S (NP (PRP We)) (VP (VBP 're) (PP (IN on) (NP (DT a) (JJ different) (NN system)))) (. .)))
TRUMP 	"When we sell into Mexico, there's a tax."	8	22	11	3	6	"(ROOT (S (SBAR (WHADVP (WRB When)) (S (NP (PRP we)) (VP (VBP sell) (PP (IN into) (NP (NNP Mexico)))))) (, ,) (NP (EX there)) (VP (VBZ 's) (NP (DT a) (NN tax))) (. .)))"
TRUMP 	"When they sell in — automatic, 16 percent, approximately."	9	24	12	3	5	"(ROOT (S (SBAR (WHADVP (WRB When)) (S (NP (PRP they)) (VP (VBP sell) (PRT (RP in))))) (: --) (S (NP (NP (JJ automatic)) (, ,) (NP (CD 16) (NN percent)) (, ,)) (VP (VBZ approximately))) (. .)))"
TRUMP 	"When they sell into us, there's no tax."	8	22	11	3	6	"(ROOT (S (SBAR (WHADVP (WRB When)) (S (NP (PRP they)) (VP (VBP sell) (PP (IN into) (NP (PRP us)))))) (, ,) (NP (EX there)) (VP (VBZ 's) (NP (DT no) (NN tax))) (. .)))"
TRUMP 	It's a defective agreement.	4	10	6	2	3	(ROOT (S (NP (PRP It)) (VP (VBZ 's) (NP (DT a) (JJ defective) (NN agreement))) (. .)))
TRUMP 	"It's been defective for a long time, many years, but the politicians haven't done anything about it."	17	39	22	10	7	"(ROOT (S (S (NP (PRP It)) (VP (VBZ 's) (VP (VBN been) (ADJP (JJ defective)) (PP (IN for) (NP (NP (DT a) (JJ long) (NN time)) (, ,) (NP (JJ many) (NNS years))))))) (, ,) (CC but) (S (NP (DT the) (NNS politicians)) (VP (VBP have) (RB n't) (VP (VBN done) (NP (NN anything)) (PP (IN about) (NP (PRP it)))))) (. .)))"
TRUMP 	"Now, in all fairness to Secretary Clinton — yes, is that OK?"	12	28	14	7	7	"(ROOT (S (ADVP (RB Now)) (, ,) (SBAR (SBAR (IN in) (S (NP (DT all)) (VP (VBZ fairness) (PP (TO to) (NP (NNP Secretary) (NNP Clinton)))))) (: --) (PRN (FRAG (INTJ (UH yes))))) (, ,) (VP (VBZ is) (ADJP (RB that) (JJ OK)))))"
TRUMP 	Good.	1	3	2	1	1	(ROOT (INTJ (JJ Good) (. .)))
TRUMP 	I want you to be very happy.	7	16	8	5	6	(ROOT (S (NP (PRP I)) (VP (VBP want) (S (NP (PRP you)) (VP (TO to) (VP (VB be) (ADJP (RB very) (JJ happy)))))) (. .)))
TRUMP 	It's very important to me.	5	13	7	5	5	(ROOT (S (NP (PRP It)) (VP (VBZ 's) (ADJP (RB very) (JJ important) (PP (TO to) (NP (PRP me))))) (. .)))
TRUMP 	"But in all fairness to Secretary Clinton, when she started talking about this, it was really very recently."	18	40	21	10	8	"(ROOT (S (CC But) (PP (IN in) (NP (NP (DT all) (NN fairness)) (PP (TO to) (NP (NNP Secretary) (NNP Clinton))))) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (PRP she)) (VP (VBD started) (S (VP (VBG talking) (PP (IN about) (NP (DT this)))))))) (, ,) (NP (PRP it)) (VP (VBD was) (ADVP (RB really)) (ADJP (RB very) (RB recently))) (. .)))"
TRUMP 	She's been doing this for 30 years.	7	18	9	4	7	(ROOT (S (NP (PRP She)) (VP (VBZ 's) (VP (VBN been) (VP (VBG doing) (NP (NP (DT this)) (PP (IN for) (NP (CD 30) (NNS years))))))) (. .)))
TRUMP 	And why hasn't she made the agreements better?	8	17	9	4	5	(ROOT (S (CC And) (NP (NNP why)) (VP (VBZ has) (RB n't) (NP (NP (PRP she)) (VP (VBN made) (NP (DT the) (NNS agreements)) (ADVP (RBR better)))))))
TRUMP 	The NAFTA agreement is defective.	5	10	6	2	3	(ROOT (S (NP (DT The) (NNP NAFTA) (NN agreement)) (VP (VBZ is) (ADJP (JJ defective))) (. .)))
TRUMP 	"Just because of the tax and many other reasons, but just because of the fact."	15	26	17	9	5	"(ROOT (FRAG (RB Just) (PP (RB because) (PP (IN of) (NP (NP (DT the) (NN tax)) (CC and) (NP (JJ many) (JJ other) (NNS reasons)))) (, ,) (CONJP (CC but) (RB just)) (PP (RB because) (IN of) (NP (DT the) (NN fact)))) (. .)))"
HOLT 	"Let me interrupt just a moment, but."	7	17	9	3	6	"(ROOT (S (VP (VB Let) (S (NP (PRP me)) (VP (VB interrupt) (ADVP (RB just) (NP (DT a) (NN moment))) (, ,) (ADVP (CC but))))) (. .)))"
TRUMP 	"Secretary Clinton and others, politicians, should have been doing this for years, not right now, because of the fact that we've created a movement."	24	57	30	11	11	"(ROOT (S (NP (NP (NP (NNP Secretary) (NNP Clinton)) (CC and) (NP (NNS others))) (, ,) (NP (NNS politicians)) (, ,)) (VP (MD should) (VP (VB have) (VP (VBN been) (VP (VBG doing) (NP (NP (DT this)) (PP (IN for) (NP (NP (NP (NNS years)) (PRN (, ,) (ADVP (RB not) (RB right)) (ADVP (RB now)) (, ,))) (PP (RB because) (IN of) (NP (DT the) (NN fact)))))) (SBAR (IN that) (S (NP (PRP we)) (VP (VBP 've) (VP (VBN created) (NP (DT a) (NN movement)))))))))) (. .)))"
TRUMP 	They should have been doing this for years.	8	19	9	4	8	(ROOT (S (NP (PRP They)) (VP (MD should) (VP (VB have) (VP (VBN been) (VP (VBG doing) (NP (NP (DT this)) (PP (IN for) (NP (NNS years)))))))) (. .)))
TRUMP 	"What's happened to our jobs and our country and our economy generally is — look, we owe $20 trillion."	19	44	23	8	10	"(ROOT (S (S (SBAR (WHNP (WP What)) (S (VP (VBZ 's) (VP (VBN happened) (PP (TO to) (NP (NP (PRP$ our) (NNS jobs)) (CC and) (NP (NP (PRP$ our) (NN country)) (CC and) (NP (PRP$ our) (NN economy))))))))) (ADVP (RB generally)) (VP (VBZ is) (: --) (S (VP (VB look))))) (, ,) (NP (PRP we)) (VP (VBP owe) (NP (QP ($ $) (CD 20) (CD trillion)))) (. .)))"
TRUMP 	"We cannot do it any longer, Lester."	7	17	10	4	4	"(ROOT (S (NP (PRP We)) (VP (MD can) (RB not) (VP (VB do) (NP (PRP it)) (ADVP (DT any) (RBR longer)) (, ,) (ADVP (RB Lester)))) (. .)))"
HOLT 	"Back to the question, though."	5	12	7	4	4	"(ROOT (FRAG (ADVP (RB Back) (PP (TO to) (NP (DT the) (NN question)))) (, ,) (ADVP (RB though)) (. .)))"
HOLT 	"How do you bring back — specifically bring back jobs, American manufacturers?"	12	24	13	6	6	"(ROOT (SBARQ (WHADVP (WRB How)) (SQ (VBP do) (NP (PRP you)) (VP (VB bring) (ADVP (RB back)) (: --) (S (ADVP (RB specifically)) (VP (VB bring) (PRT (RP back)) (NP (NNS jobs) (, ,) (JJ American) (NNS manufacturers))))))))"
HOLT 	How do you make them bring the jobs back?	9	19	9	4	6	(ROOT (SBARQ (WHADVP (WRB How)) (SQ (VBP do) (NP (PRP you)) (VP (VB make) (S (NP (PRP them)) (VP (VB bring) (NP (DT the) (NNS jobs)) (ADVP (RB back))))))))
TRUMP 	"Well, the first thing you do is don't let the jobs leave."	12	29	15	7	6	"(ROOT (S (INTJ (UH Well)) (, ,) (NP (NP (DT the) (JJ first) (NN thing)) (SBAR (S (NP (PRP you)) (VP (VBP do))))) (VP (VBZ is) (VP (VBP do) (RB n't) (VP (VB let) (S (NP (DT the) (NNS jobs)) (VP (VB leave)))))) (. .)))"
TRUMP 	The companies are leaving.	4	9	5	2	3	(ROOT (S (NP (DT The) (NNS companies)) (VP (VBP are) (VP (VBG leaving))) (. .)))
TRUMP 	"I could name, I mean, there are thousands of them."	10	29	13	4	9	"(ROOT (S (NP (PRP I)) (VP (MD could) (VP (VB name) (PRN (, ,) (S (NP (PRP I)) (VP (VBP mean))) (, ,)) (SBAR (S (NP (EX there)) (VP (VBP are) (NP (NP (NNS thousands)) (PP (IN of) (NP (PRP them))))))))) (. .)))"
TRUMP 	"They're leaving, and they're leaving in bigger numbers than ever."	10	28	14	8	8	"(ROOT (S (S (NP (PRP They)) (VP (VBP 're) (VP (VBG leaving)))) (, ,) (CC and) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG leaving) (PP (IN in) (NP (NP (JJR bigger) (NNS numbers)) (PP (IN than) (NP (RB ever)))))))) (. .)))"
TRUMP 	"And what you do is you say, fine, you want to go to Mexico or some other country, good luck."	20	49	24	11	10	"(ROOT (S (CC And) (SBAR (WHNP (WP what)) (S (NP (PRP you)) (VP (VBP do) (SBAR (S (VP (VBZ is) (SBAR (S (NP (PRP you)) (VP (VBP say)))))))))) (, ,) (ADJP (JJ fine)) (, ,) (NP (PRP you)) (VP (VBP want) (S (VP (TO to) (VP (VB go) (PP (TO to) (NP (NP (NNP Mexico)) (CC or) (NP (NP (DT some) (JJ other) (NN country)) (, ,) (NP (JJ good) (NN luck))))))))) (. .)))"
TRUMP 	We wish you a lot of luck.	7	16	8	2	5	(ROOT (S (NP (PRP We)) (VP (VBP wish) (NP (PRP you)) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN luck))))) (. .)))
TRUMP 	"But if you think you're going to make your air conditioners or your cars or your cookies or whatever you make and bring them into our country without a tax, you're wrong."	32	68	36	11	15	"(ROOT (S (CC But) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP think) (SBAR (SBAR (S (NP (PRP you)) (VP (VBP 're) (VP (VBG going) (S (VP (TO to) (VP (VB make) (NP (NP (PRP$ your) (NN air) (NNS conditioners)) (CC or) (NP (NP (PRP$ your) (NNS cars)) (CC or) (NP (PRP$ your) (NNS cookies))))))))))) (CC or) (SBAR (WHNP (WDT whatever)) (S (NP (PRP you)) (VP (VB make) (CC and) (VB bring) (NP (PRP them)) (PP (IN into) (NP (PRP$ our) (NN country))) (PP (IN without) (NP (DT a) (NN tax)))))))))) (, ,) (NP (PRP you)) (VP (VBP 're) (ADJP (JJ wrong))) (. .)))"
